"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000073421",16247.3336130074,-3.12835156601904,0.209080241795981,-14.9624447491871,1.29191487149594e-50,2.43538959131397e-48
"ENSMUSG00000028793",5055.01174465863,-1.80529800894446,0.12172508392209,-14.8309448699985,9.24228146274094e-50,1.73064801150312e-47
"ENSMUSG00000085295",103.693710526245,-3.68267038338291,0.248538980489912,-14.8172748440657,1.13288058622846e-49,2.10730794079371e-47
"ENSMUSG00000005774",1352.10782370698,-1.18404317594492,0.0799764684152836,-14.8048944821706,1.36200598333848e-49,2.51684368815863e-47
"ENSMUSG00000042350",2820.31729993617,-1.22254141564221,0.0825856985111973,-14.8033065976484,1.39455045024527e-49,2.56013941480322e-47
"ENSMUSG00000025270",5148.86971493991,5.00109296084864,0.33813285472672,14.7903195177249,1.69148924911668e-49,3.08510065124607e-47
"ENSMUSG00000075010",8843.36659651862,-4.05570571711242,0.274747068131586,-14.7615978022739,2.59069618367879e-49,4.6946757682045e-47
"ENSMUSG00000000184",4995.21892703065,-0.999766046158164,0.0681079323804088,-14.6791425200532,8.76923716976894e-49,1.57891239502865e-46
"ENSMUSG00000066152",2149.02352674516,-1.67489287106463,0.114881255523449,-14.5793398882444,3.8017494633381e-48,6.801499294665e-46
"ENSMUSG00000099775",218.128689695824,-6.64857954072358,0.45850211841395,-14.50065173902,1.20005026088681e-47,2.13335517264485e-45
"ENSMUSG00000026628",1306.42940331964,-1.52478720753382,0.105308679357911,-14.4792168777614,1.63954489115885e-47,2.8963230756522e-45
"ENSMUSG00000033450",649.947677847123,-1.80804928662709,0.124909973462946,-14.4748192358189,1.74784635349328e-47,3.06834427355745e-45
"ENSMUSG00000022587",38624.6550003777,-1.59505628335257,0.110804193278074,-14.3952700359419,5.54080506669146e-47,9.66646787038694e-45
"ENSMUSG00000143426",369.381985617302,-6.74749399842218,0.469405496776317,-14.3745525878184,7.47515674773448e-47,1.29606297981707e-44
"ENSMUSG00000037649",2693.67628604486,-3.05237266882884,0.213288245704495,-14.3110214946295,1.86749949854932e-46,3.21805680461677e-44
"ENSMUSG00000035852",427.626414073477,-2.44491926292931,0.171865122031579,-14.2258023851987,6.33732676671945e-46,1.08538313550985e-43
"ENSMUSG00000036905",4325.027266993,-2.41941556416233,0.170098910909119,-14.2235805698661,6.54182617900075e-46,1.11361705282287e-43
"ENSMUSG00000027219",1702.12262289145,-2.28011113718855,0.160865979558068,-14.1739797529129,1.32758546779616e-45,2.24633859153365e-43
"ENSMUSG00000028885",807.955866381146,-3.18106654162765,0.224652567155659,-14.159938530431,1.62135912791145e-45,2.72699013082495e-43
"ENSMUSG00000031897",3362.04487756209,-2.76521393387329,0.195514541723135,-14.143264789936,2.05523796426127e-45,3.43616213929587e-43
"ENSMUSG00000053835",2081.60176380305,-4.82344249584214,0.342045461532485,-14.1017585037714,3.7042281386006e-45,6.15647100337359e-43
"ENSMUSG00000046805",18623.3281967809,-2.91615387443492,0.207276563923184,-14.0689030117058,5.89771531874792e-45,9.74441340429362e-43
"ENSMUSG00000021322",625.619157446155,-3.03008994751061,0.21558505001217,-14.0551951414978,7.15843212140033e-45,1.17582480366019e-42
"ENSMUSG00000117446",64.3338832640369,-3.72911993785482,0.267401738189156,-13.9457580310001,3.33881683191926e-44,5.45236553342721e-42
